filename,material_id,cif
CaesiumChloride_BaO.cif,252,"data_image0
_chemical_formula_structural       BaO
_chemical_formula_sum              ""Ba1 O1""
_cell_length_a       3.3577
_cell_length_b       3.3577
_cell_length_c       3.3577
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba  Ba1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
"
ZincBlende_MgO.cif,513,"data_image0
_chemical_formula_structural       Mg4O4
_chemical_formula_sum              ""Mg4 O4""
_cell_length_a       4.76332
_cell_length_b       4.76332
_cell_length_c       4.76332
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Mg  Mg1       1.0  0.00000  0.00000  0.00000  1.0000
  Mg  Mg2       1.0  0.00000  0.50000  0.50000  1.0000
  Mg  Mg3       1.0  0.50000  0.00000  0.50000  1.0000
  Mg  Mg4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.25000  0.25000  0.25000  1.0000
  O   O2        1.0  0.75000  0.75000  0.25000  1.0000
  O   O3        1.0  0.75000  0.25000  0.75000  1.0000
  O   O4        1.0  0.25000  0.75000  0.75000  1.0000
"
RockSalt_RuO.cif,281,"data_image0
_chemical_formula_structural       Ru4O4
_chemical_formula_sum              ""Ru4 O4""
_cell_length_a       4.37578
_cell_length_b       4.37578
_cell_length_c       4.37578
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ru  Ru1       1.0  0.00000  0.00000  0.00000  1.0000
  Ru  Ru2       1.0  0.00000  0.50000  0.50000  1.0000
  Ru  Ru3       1.0  0.50000  0.00000  0.50000  1.0000
  Ru  Ru4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
  O   O2        1.0  0.50000  0.00000  0.00000  1.0000
  O   O3        1.0  0.00000  0.50000  0.00000  1.0000
  O   O4        1.0  0.00000  0.00000  0.50000  1.0000
"
CadmiumChloride_PtO2.cif,80,"data_image0
_chemical_formula_structural       Pt3O6
_chemical_formula_sum              ""Pt3 O6""
_cell_length_a       3.17752
_cell_length_b       3.17752
_cell_length_c       14.6751
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Pt  Pt1       1.0  0.00000  0.00000  0.00000  1.0000
  Pt  Pt2       1.0  0.66667  0.33333  0.33333  1.0000
  Pt  Pt3       1.0  0.33333  0.66667  0.66667  1.0000
  O   O1        1.0  0.00000  0.00000  0.26000  1.0000
  O   O2        1.0  0.00000  0.00000  0.74000  1.0000
  O   O3        1.0  0.66667  0.33333  0.59333  1.0000
  O   O4        1.0  0.66667  0.33333  0.07333  1.0000
  O   O5        1.0  0.33333  0.66667  0.92667  1.0000
  O   O6        1.0  0.33333  0.66667  0.40667  1.0000
"
CadmiumIodide_ZnO2.cif,563,"data_image0
_chemical_formula_structural       ZnO2
_chemical_formula_sum              ""Zn1 O2""
_cell_length_a       2.88504
_cell_length_b       2.88504
_cell_length_c       4.24576
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Zn  Zn1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.33333  0.66667  0.24000  1.0000
  O   O2        1.0  0.66667  0.33333  0.76000  1.0000
"
Wurtzite_TeO.cif,177,"data_image0
_chemical_formula_structural       Te2O2
_chemical_formula_sum              ""Te2 O2""
_cell_length_a       3.3493
_cell_length_b       3.3493
_cell_length_c       5.43287
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Te  Te1       1.0  0.33333  0.66667  0.00000  1.0000
  Te  Te2       1.0  0.66667  0.33333  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.37500  1.0000
  O   O2        1.0  0.66667  0.33333  0.87500  1.0000
"
NickelArsenide_VO.cif,85,"data_image0
_chemical_formula_structural       V2O2
_chemical_formula_sum              ""V2 O2""
_cell_length_a       2.81877
_cell_length_b       2.81877
_cell_length_c       5.07502
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  V   V1        1.0  0.00000  0.00000  0.00000  1.0000
  V   V2        1.0  1.00000  1.00000  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.25000  1.0000
  O   O2        1.0  0.66667  0.33333  0.75000  1.0000
"
Rutile_TcO2.cif,2,"data_image0
_chemical_formula_structural       Tc2O4
_chemical_formula_sum              ""Tc2 O4""
_cell_length_a       4.67147
_cell_length_b       4.67147
_cell_length_c       3.06266
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Tc  Tc1       1.0  0.00000  0.00000  0.00000  1.0000
  Tc  Tc2       1.0  0.50000  0.50000  0.50000  1.0000
  O   O1        1.0  0.30000  0.30000  0.00000  1.0000
  O   O2        1.0  0.70000  0.70000  0.00000  1.0000
  O   O3        1.0  0.20000  0.80000  0.50000  1.0000
  O   O4        1.0  0.80000  0.20000  0.50000  1.0000
"
Rutile_NaO2.cif,105,"data_image0
_chemical_formula_structural       Na2O4
_chemical_formula_sum              ""Na2 O4""
_cell_length_a       4.68651
_cell_length_b       4.68651
_cell_length_c       2.97074
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Na  Na1       1.0  0.00000  0.00000  0.00000  1.0000
  Na  Na2       1.0  0.50000  0.50000  0.50000  1.0000
  O   O1        1.0  0.30000  0.30000  0.00000  1.0000
  O   O2        1.0  0.70000  0.70000  0.00000  1.0000
  O   O3        1.0  0.20000  0.80000  0.50000  1.0000
  O   O4        1.0  0.80000  0.20000  0.50000  1.0000
"
Rutile_ScO2.cif,507,"data_image0
_chemical_formula_structural       Sc2O4
_chemical_formula_sum              ""Sc2 O4""
_cell_length_a       4.67999
_cell_length_b       4.67999
_cell_length_c       3.01057
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Sc  Sc1       1.0  0.00000  0.00000  0.00000  1.0000
  Sc  Sc2       1.0  0.50000  0.50000  0.50000  1.0000
  O   O1        1.0  0.30000  0.30000  0.00000  1.0000
  O   O2        1.0  0.70000  0.70000  0.00000  1.0000
  O   O3        1.0  0.20000  0.80000  0.50000  1.0000
  O   O4        1.0  0.80000  0.20000  0.50000  1.0000
"
CaesiumChloride_SiO.cif,16,"data_image0
_chemical_formula_structural       SiO
_chemical_formula_sum              ""Si1 O1""
_cell_length_a       2.57008
_cell_length_b       2.57008
_cell_length_c       2.57008
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Si  Si1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
"
AntiFluorite_Ba2O.cif,339,"data_image0
_chemical_formula_structural       Ba8O4
_chemical_formula_sum              ""Ba8 O4""
_cell_length_a       6.78956
_cell_length_b       6.78956
_cell_length_c       6.78956
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba  Ba1       1.0  0.25000  0.25000  0.25000  1.0000
  Ba  Ba2       1.0  0.75000  0.75000  0.25000  1.0000
  Ba  Ba3       1.0  0.75000  0.25000  0.75000  1.0000
  Ba  Ba4       1.0  0.25000  0.75000  0.75000  1.0000
  Ba  Ba5       1.0  0.25000  0.25000  0.75000  1.0000
  Ba  Ba6       1.0  0.75000  0.75000  0.75000  1.0000
  Ba  Ba7       1.0  0.25000  0.75000  0.25000  1.0000
  Ba  Ba8       1.0  0.75000  0.25000  0.25000  1.0000
  O   O1        1.0  0.00000  0.00000  0.00000  1.0000
  O   O2        1.0  0.00000  0.50000  0.50000  1.0000
  O   O3        1.0  0.50000  0.00000  0.50000  1.0000
  O   O4        1.0  0.50000  0.50000  0.00000  1.0000
"
CaesiumChloride_MgO.cif,495,"data_image0
_chemical_formula_structural       MgO
_chemical_formula_sum              ""Mg1 O1""
_cell_length_a       2.75483
_cell_length_b       2.75483
_cell_length_c       2.75483
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Mg  Mg1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
"
RockSalt_VO.cif,172,"data_image0
_chemical_formula_structural       V4O4
_chemical_formula_sum              ""V4 O4""
_cell_length_a       4.32608
_cell_length_b       4.32608
_cell_length_c       4.32608
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  V   V1        1.0  0.00000  0.00000  0.00000  1.0000
  V   V2        1.0  0.00000  0.50000  0.50000  1.0000
  V   V3        1.0  0.50000  0.00000  0.50000  1.0000
  V   V4        1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
  O   O2        1.0  0.50000  0.00000  0.00000  1.0000
  O   O3        1.0  0.00000  0.50000  0.00000  1.0000
  O   O4        1.0  0.00000  0.00000  0.50000  1.0000
"
CadmiumIodide_PdO2.cif,256,"data_image0
_chemical_formula_structural       PdO2
_chemical_formula_sum              ""Pd1 O2""
_cell_length_a       2.93701
_cell_length_b       2.93701
_cell_length_c       4.34614
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Pd  Pd1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.33333  0.66667  0.24000  1.0000
  O   O2        1.0  0.66667  0.33333  0.76000  1.0000
"
Spinel_LiLi2O4.cif,503,"data_image0
_chemical_formula_structural       Li24O32
_chemical_formula_sum              ""Li24 O32""
_cell_length_a       8.29681
_cell_length_b       8.29681
_cell_length_c       8.29681
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  0.50000  0.50000  0.50000  1.0000
  Li  Li2       1.0  0.50000  0.00000  0.00000  1.0000
  Li  Li3       1.0  0.00000  0.00000  0.50000  1.0000
  Li  Li4       1.0  0.00000  0.50000  0.00000  1.0000
  Li  Li5       1.0  0.25000  0.75000  0.25000  1.0000
  Li  Li6       1.0  0.75000  0.75000  0.75000  1.0000
  Li  Li7       1.0  0.75000  0.25000  0.25000  1.0000
  Li  Li8       1.0  0.25000  0.25000  0.75000  1.0000
  Li  Li9       1.0  0.12500  0.12500  0.12500  1.0000
  Li  Li10      1.0  0.87500  0.37500  0.62500  1.0000
  Li  Li11      1.0  0.37500  0.62500  0.87500  1.0000
  Li  Li12      1.0  0.62500  0.87500  0.37500  1.0000
  Li  Li13      1.0  0.37500  0.87500  0.62500  1.0000
  Li  Li14      1.0  0.87500  0.62500  0.37500  1.0000
  Li  Li15      1.0  0.62500  0.37500  0.87500  1.0000
  Li  Li16      1.0  0.12500  0.62500  0.62500  1.0000
  Li  Li17      1.0  0.87500  0.87500  0.12500  1.0000
  Li  Li18      1.0  0.37500  0.12500  0.37500  1.0000
  Li  Li19      1.0  0.37500  0.37500  0.12500  1.0000
  Li  Li20      1.0  0.87500  0.12500  0.87500  1.0000
  Li  Li21      1.0  0.62500  0.12500  0.62500  1.0000
  Li  Li22      1.0  0.12500  0.87500  0.87500  1.0000
  Li  Li23      1.0  0.12500  0.37500  0.37500  1.0000
  Li  Li24      1.0  0.62500  0.62500  0.12500  1.0000
  O   O1        1.0  0.36260  0.36260  0.36260  1.0000
  O   O2        1.0  0.63740  0.13740  0.86260  1.0000
  O   O3        1.0  0.13740  0.86260  0.63740  1.0000
  O   O4        1.0  0.86260  0.63740  0.13740  1.0000
  O   O5        1.0  0.11260  0.61260  0.38740  1.0000
  O   O6        1.0  0.88740  0.88740  0.88740  1.0000
  O   O7        1.0  0.61260  0.38740  0.11260  1.0000
  O   O8        1.0  0.38740  0.11260  0.61260  1.0000
  O   O9        1.0  0.61260  0.11260  0.38740  1.0000
  O   O10       1.0  0.11260  0.38740  0.61260  1.0000
  O   O11       1.0  0.38740  0.61260  0.11260  1.0000
  O   O12       1.0  0.13740  0.63740  0.86260  1.0000
  O   O13       1.0  0.63740  0.86260  0.13740  1.0000
  O   O14       1.0  0.86260  0.13740  0.63740  1.0000
  O   O15       1.0  0.36260  0.86260  0.86260  1.0000
  O   O16       1.0  0.63740  0.63740  0.36260  1.0000
  O   O17       1.0  0.13740  0.36260  0.13740  1.0000
  O   O18       1.0  0.11260  0.11260  0.88740  1.0000
  O   O19       1.0  0.88740  0.38740  0.38740  1.0000
  O   O20       1.0  0.61260  0.88740  0.61260  1.0000
  O   O21       1.0  0.61260  0.61260  0.88740  1.0000
  O   O22       1.0  0.11260  0.88740  0.11260  1.0000
  O   O23       1.0  0.13740  0.13740  0.36260  1.0000
  O   O24       1.0  0.63740  0.36260  0.63740  1.0000
  O   O25       1.0  0.86260  0.36260  0.86260  1.0000
  O   O26       1.0  0.36260  0.63740  0.63740  1.0000
  O   O27       1.0  0.38740  0.88740  0.38740  1.0000
  O   O28       1.0  0.88740  0.11260  0.11260  1.0000
  O   O29       1.0  0.88740  0.61260  0.61260  1.0000
  O   O30       1.0  0.36260  0.13740  0.13740  1.0000
  O   O31       1.0  0.86260  0.86260  0.36260  1.0000
  O   O32       1.0  0.38740  0.38740  0.88740  1.0000
"
RockSalt_TcO.cif,504,"data_image0
_chemical_formula_structural       Tc4O4
_chemical_formula_sum              ""Tc4 O4""
_cell_length_a       4.4089
_cell_length_b       4.4089
_cell_length_c       4.4089
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Tc  Tc1       1.0  0.00000  0.00000  0.00000  1.0000
  Tc  Tc2       1.0  0.00000  0.50000  0.50000  1.0000
  Tc  Tc3       1.0  0.50000  0.00000  0.50000  1.0000
  Tc  Tc4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
  O   O2        1.0  0.50000  0.00000  0.00000  1.0000
  O   O3        1.0  0.00000  0.50000  0.00000  1.0000
  O   O4        1.0  0.00000  0.00000  0.50000  1.0000
"
Spinel_BaBa2O4.cif,107,"data_image0
_chemical_formula_structural       Ba24O32
_chemical_formula_sum              ""Ba24 O32""
_cell_length_a       10.3446
_cell_length_b       10.3446
_cell_length_c       10.3446
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba  Ba1       1.0  0.50000  0.50000  0.50000  1.0000
  Ba  Ba2       1.0  0.50000  0.00000  0.00000  1.0000
  Ba  Ba3       1.0  0.00000  0.00000  0.50000  1.0000
  Ba  Ba4       1.0  0.00000  0.50000  0.00000  1.0000
  Ba  Ba5       1.0  0.25000  0.75000  0.25000  1.0000
  Ba  Ba6       1.0  0.75000  0.75000  0.75000  1.0000
  Ba  Ba7       1.0  0.75000  0.25000  0.25000  1.0000
  Ba  Ba8       1.0  0.25000  0.25000  0.75000  1.0000
  Ba  Ba9       1.0  0.12500  0.12500  0.12500  1.0000
  Ba  Ba10      1.0  0.87500  0.37500  0.62500  1.0000
  Ba  Ba11      1.0  0.37500  0.62500  0.87500  1.0000
  Ba  Ba12      1.0  0.62500  0.87500  0.37500  1.0000
  Ba  Ba13      1.0  0.37500  0.87500  0.62500  1.0000
  Ba  Ba14      1.0  0.87500  0.62500  0.37500  1.0000
  Ba  Ba15      1.0  0.62500  0.37500  0.87500  1.0000
  Ba  Ba16      1.0  0.12500  0.62500  0.62500  1.0000
  Ba  Ba17      1.0  0.87500  0.87500  0.12500  1.0000
  Ba  Ba18      1.0  0.37500  0.12500  0.37500  1.0000
  Ba  Ba19      1.0  0.37500  0.37500  0.12500  1.0000
  Ba  Ba20      1.0  0.87500  0.12500  0.87500  1.0000
  Ba  Ba21      1.0  0.62500  0.12500  0.62500  1.0000
  Ba  Ba22      1.0  0.12500  0.87500  0.87500  1.0000
  Ba  Ba23      1.0  0.12500  0.37500  0.37500  1.0000
  Ba  Ba24      1.0  0.62500  0.62500  0.12500  1.0000
  O   O1        1.0  0.36260  0.36260  0.36260  1.0000
  O   O2        1.0  0.63740  0.13740  0.86260  1.0000
  O   O3        1.0  0.13740  0.86260  0.63740  1.0000
  O   O4        1.0  0.86260  0.63740  0.13740  1.0000
  O   O5        1.0  0.11260  0.61260  0.38740  1.0000
  O   O6        1.0  0.88740  0.88740  0.88740  1.0000
  O   O7        1.0  0.61260  0.38740  0.11260  1.0000
  O   O8        1.0  0.38740  0.11260  0.61260  1.0000
  O   O9        1.0  0.61260  0.11260  0.38740  1.0000
  O   O10       1.0  0.11260  0.38740  0.61260  1.0000
  O   O11       1.0  0.38740  0.61260  0.11260  1.0000
  O   O12       1.0  0.13740  0.63740  0.86260  1.0000
  O   O13       1.0  0.63740  0.86260  0.13740  1.0000
  O   O14       1.0  0.86260  0.13740  0.63740  1.0000
  O   O15       1.0  0.36260  0.86260  0.86260  1.0000
  O   O16       1.0  0.63740  0.63740  0.36260  1.0000
  O   O17       1.0  0.13740  0.36260  0.13740  1.0000
  O   O18       1.0  0.11260  0.11260  0.88740  1.0000
  O   O19       1.0  0.88740  0.38740  0.38740  1.0000
  O   O20       1.0  0.61260  0.88740  0.61260  1.0000
  O   O21       1.0  0.61260  0.61260  0.88740  1.0000
  O   O22       1.0  0.11260  0.88740  0.11260  1.0000
  O   O23       1.0  0.13740  0.13740  0.36260  1.0000
  O   O24       1.0  0.63740  0.36260  0.63740  1.0000
  O   O25       1.0  0.86260  0.36260  0.86260  1.0000
  O   O26       1.0  0.36260  0.63740  0.63740  1.0000
  O   O27       1.0  0.38740  0.88740  0.38740  1.0000
  O   O28       1.0  0.88740  0.11260  0.11260  1.0000
  O   O29       1.0  0.88740  0.61260  0.61260  1.0000
  O   O30       1.0  0.36260  0.13740  0.13740  1.0000
  O   O31       1.0  0.86260  0.86260  0.36260  1.0000
  O   O32       1.0  0.38740  0.38740  0.88740  1.0000
"
CadmiumChloride_BaO2.cif,464,"data_image0
_chemical_formula_structural       Ba3O6
_chemical_formula_sum              ""Ba3 O6""
_cell_length_a       3.60296
_cell_length_b       3.60296
_cell_length_c       17.2801
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba  Ba1       1.0  0.00000  0.00000  0.00000  1.0000
  Ba  Ba2       1.0  0.66667  0.33333  0.33333  1.0000
  Ba  Ba3       1.0  0.33333  0.66667  0.66667  1.0000
  O   O1        1.0  0.00000  0.00000  0.26000  1.0000
  O   O2        1.0  0.00000  0.00000  0.74000  1.0000
  O   O3        1.0  0.66667  0.33333  0.59333  1.0000
  O   O4        1.0  0.66667  0.33333  0.07333  1.0000
  O   O5        1.0  0.33333  0.66667  0.92667  1.0000
  O   O6        1.0  0.33333  0.66667  0.40667  1.0000
"
Rutile_TiO2.cif,566,"data_image0
_chemical_formula_structural       Ti2O4
_chemical_formula_sum              ""Ti2 O4""
_cell_length_a       4.5937
_cell_length_b       4.5937
_cell_length_c       2.9581
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ti  Ti1       1.0  0.00000  0.00000  0.00000  1.0000
  Ti  Ti2       1.0  0.50000  0.50000  0.50000  1.0000
  O   O1        1.0  0.30500  0.30500  0.00000  1.0000
  O   O2        1.0  0.69500  0.69500  0.00000  1.0000
  O   O3        1.0  0.19500  0.80500  0.50000  1.0000
  O   O4        1.0  0.80500  0.19500  0.50000  1.0000
"
RheniumTrioxide_RbO3.cif,151,"data_image0
_chemical_formula_structural       RbO3
_chemical_formula_sum              ""Rb1 O3""
_cell_length_a       3.90796
_cell_length_b       3.90796
_cell_length_c       3.90796
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Rb  Rb1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.00000  0.50000  0.00000  1.0000
  O   O2        1.0  0.00000  0.00000  0.50000  1.0000
  O   O3        1.0  0.50000  0.00000  0.00000  1.0000
"
CadmiumIodide_AgO2.cif,587,"data_image0
_chemical_formula_structural       AgO2
_chemical_formula_sum              ""Ag1 O2""
_cell_length_a       2.98155
_cell_length_b       2.98155
_cell_length_c       4.43217
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ag  Ag1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.33333  0.66667  0.24000  1.0000
  O   O2        1.0  0.66667  0.33333  0.76000  1.0000
"
